customer_id,recency,frequency,monetary,avg_basket,n_products,n_countries,customer_age_days,avg_days_between_orders,target
12422,4,17,5231.8,30.417441860465118,137,2,630,39.375,0
12423,9,9,2413.75,16.30912162162162,119,2,374,46.75,1
12424,71,4,3340.03,36.30467391304348,78,1,456,152.0,0
12425,356,1,964.21,17.53109090909091,55,1,356,356.0,1
12426,103,2,1345.21,17.470259740259742,73,1,571,571.0,0
12427,280,1,303.5,30.35,10,1,280,280.0,1
12428,28,8,7548.12,27.054193548387097,252,1,192,27.428571428571427,1
12429,81,7,5298.89,42.054682539682545,107,2,454,75.66666666666667,1
12431,27,23,8819.34,25.939235294117648,220,2,602,27.363636363636363,1
12432,78,3,4016.66,52.85078947368421,75,1,80,40.0,1
12433,274,5,7205.39,25.19367132867133,163,1,385,96.25,1
12434,168,2,583.54,16.209444444444443,34,1,289,289.0,1
12435,176,5,10075.03,106.05294736842106,81,1,645,161.25,1
12436,8,1,509.01,31.813125,16,1,8,8.0,0
12437,6,32,10543.4,22.625321888412017,230,1,645,20.806451612903224,1
12438,48,1,890.0699999999999,18.16469387755102,49,1,48,48.0,1
12439,591,2,1142.88,16.096901408450705,69,1,634,634.0,0
12440,370,2,859.2,26.85,21,1,626,626.0,0
12441,275,1,173.55,15.77727272727273,11,1,275,275.0,0
12443,640,1,485.31,23.11,21,1,640,640.0,0
12444,30,2,2627.27,25.021619047619048,96,1,79,79.0,1
12445,329,1,301.58000000000004,15.079000000000002,20,1,329,329.0,1
12447,151,1,476.49,18.326538461538462,26,1,151,151.0,0
12449,0,5,3493.18,24.599859154929575,93,2,347,86.75,1
12450,64,5,688.2,18.6,31,1,382,95.5,0
12451,126,5,8942.18,25.403920454545457,259,1,437,109.25,1
12453,42,1,707.09,16.443953488372095,43,1,42,42.0,0
12454,304,4,13151.44,526.0576,9,1,329,109.66666666666667,1
12455,36,9,5589.45,26.87235576923077,181,2,630,78.75,1
12456,39,2,2265.4,26.34186046511628,77,1,163,163.0,1
12457,142,4,1699.93,36.16872340425532,37,1,343,114.33333333333333,1
12458,193,3,1272.01,19.569384615384614,58,1,396,198.0,1
12459,513,1,454.36,19.754782608695653,23,1,513,513.0,0
12460,364,1,326.65,18.147222222222222,18,1,364,364.0,0
12461,2,2,826.88,23.62514285714286,35,1,63,63.0,0
12462,211,1,762.11,19.05275,40,1,211,211.0,1
12463,83,3,985.79,16.16049180327869,51,1,150,75.0,1
12464,14,6,780.55,37.16904761904762,6,1,217,43.4,1
12465,77,1,440.94,16.959230769230768,26,1,77,77.0,1
12466,590,1,56.73,56.73,1,1,590,590.0,0
12467,331,1,132.8,14.755555555555556,9,1,331,331.0,0
12468,96,5,3670.74,24.4716,127,1,591,147.75,0
12469,431,2,3070.54,40.40184210526316,76,1,445,445.0,0
12470,598,1,211.95,9.215217391304348,23,1,598,598.0,0
12471,15,68,31210.54,33.27349680170576,213,1,641,9.567164179104477,1
12472,47,17,14604.78,19.44711051930759,367,1,634,39.625,1
12473,23,2,1175.75,18.37109375,60,1,100,100.0,1
12474,7,26,9410.72,17.656135084427767,285,1,575,23.0,1
12475,318,1,426.26,17.0504,25,1,318,318.0,1
12476,49,18,10459.16,26.27929648241206,292,1,410,24.11764705882353,1
12477,9,6,15890.66,34.32107991360691,276,1,531,106.2,1
12480,51,6,4328.17,21.426584158415842,146,1,415,83.0,1
12481,88,13,10690.95,33.40921875,213,1,515,42.916666666666664,1
12482,484,29,23691.4,116.1343137254902,42,1,562,20.071428571428573,0
12483,7,17,4236.26,36.51948275862069,60,1,585,36.5625,1
12484,9,10,5485.43,13.44468137254902,296,1,589,65.44444444444444,1
12485,437,1,708.1,20.826470588235296,34,1,437,437.0,0
12486,340,1,1037.28,21.168979591836734,49,1,340,340.0,0
12487,639,1,285.29999999999995,142.64999999999998,2,1,639,639.0,0
12489,244,1,334.93,22.328666666666667,15,1,244,244.0,0
12490,1,17,7958.3,20.83324607329843,171,1,646,40.375,1
12492,13,2,578.39,18.65774193548387,30,1,311,311.0,1
12493,74,2,433.74,19.715454545454545,20,1,105,105.0,0
12494,70,7,1438.03,17.536951219512193,62,1,484,80.66666666666667,1
12495,549,1,357.4,21.023529411764706,17,1,549,549.0,0
12496,528,2,45.34,4.534000000000001,10,1,528,528.0,0
12497,309,2,5205.400000000001,121.05581395348838,30,1,553,553.0,1
12499,468,1,393.72,14.582222222222223,27,1,468,468.0,0
12500,15,14,3471.23,29.668632478632478,75,1,581,44.69230769230769,1
12501,245,1,2169.39,14.559664429530201,149,1,245,245.0,0
12502,4,5,3723.87,25.332448979591835,102,1,218,54.5,0
12503,492,1,1126.0,563.0,2,1,492,492.0,0
12504,325,2,297.0,27.0,8,1,505,505.0,1
12505,317,1,955.2,22.742857142857144,42,1,317,317.0,0
12506,141,1,73.5,3.1956521739130435,23,1,141,141.0,0
12507,42,4,1844.06,37.633877551020404,46,1,493,164.33333333333334,0
12509,192,1,176.5,25.214285714285715,7,1,192,192.0,0
12510,51,9,5178.02,35.71048275862069,94,1,643,80.375,0
12511,337,1,3084.02,16.231684210526314,190,1,337,337.0,0
12513,21,1,612.29,17.494,35,1,21,21.0,0
12514,175,2,1597.76,19.02095238095238,76,1,550,550.0,0
12515,261,1,383.7,23.98125,16,1,261,261.0,0
12516,89,3,1919.76,31.471475409836067,42,1,507,253.5,1
12517,34,2,1521.45,8.359615384615385,173,1,98,98.0,1
12518,18,1,324.83,18.04611111111111,18,1,18,18.0,1
12519,385,1,385.7,17.53181818181818,22,1,385,385.0,1
12520,50,4,2045.85,16.90785123966942,104,1,182,60.666666666666664,1
12521,51,1,599.68,15.781052631578946,38,1,51,51.0,0
12523,16,19,3580.33,17.380242718446603,144,1,640,35.55555555555556,1
12524,70,15,9762.869999999999,46.05127358490566,138,1,577,41.214285714285715,1
12525,406,3,973.73,16.228833333333334,56,1,555,277.5,0
12526,2,1,520.3,17.941379310344825,29,1,2,2.0,1
12527,203,4,671.72,23.162758620689655,24,1,437,145.66666666666666,1
12528,23,4,1287.37,19.805692307692308,46,1,221,73.66666666666667,1
12529,436,1,316.48,15.07047619047619,21,1,436,436.0,0
12530,32,8,3318.63,24.04804347826087,85,1,550,78.57142857142857,1
12531,594,1,1807.98,16.43618181818182,110,1,594,594.0,1
12533,536,2,1367.89,18.998472222222222,63,1,647,647.0,0
12534,39,1,1089.18,17.28857142857143,63,1,39,39.0,0
12535,0,2,716.35,21.069117647058825,28,1,95,95.0,0
12537,317,1,732.94,17.04511627906977,43,1,317,317.0,0
12538,286,1,276.5,21.26923076923077,13,1,286,286.0,1
12539,170,6,10164.09,22.047917570498917,247,1,624,124.8,1
12540,0,27,18101.11,29.480635179153097,301,1,640,24.615384615384617,1
12541,81,2,536.14,19.14785714285714,27,1,189,189.0,1
12542,392,2,481.88,12.355897435897436,39,1,548,548.0,0
12543,356,1,980.25,22.796511627906977,43,1,356,356.0,0
12545,168,1,628.15,18.474999999999998,34,1,168,168.0,1
12547,106,3,383.58,18.265714285714285,13,1,408,204.0,0
12548,74,1,95.19999999999999,19.04,5,1,74,74.0,0
12549,484,6,1575.68,32.15673469387755,38,1,606,121.2,0
12551,266,1,168.0,16.8,10,1,266,266.0,0
12553,18,9,3336.06,18.33,96,1,331,41.375,1
12554,357,1,468.5,18.01923076923077,26,1,357,357.0,0
12555,590,1,129.23,129.23,1,1,590,590.0,0
12556,59,1,308.75,4.75,60,1,59,59.0,1
12557,66,7,15106.14,308.2885714285714,15,1,631,105.16666666666667,1
12559,219,2,561.71,26.74809523809524,21,1,228,228.0,0
12560,20,2,1436.31,18.653376623376623,77,1,51,51.0,1
12561,211,1,238.85,14.928125,16,1,211,211.0,0
12562,35,5,2790.41,23.84965811965812,68,1,343,85.75,1
12563,317,1,249.24,19.172307692307694,13,1,317,317.0,0
12564,169,1,456.9,21.757142857142856,21,1,169,169.0,0
12565,197,1,145.92,16.21333333333333,9,1,197,197.0,0
12567,4,14,10216.18,21.507747368421054,315,1,575,44.23076923076923,1
12568,553,1,70.0,14.0,5,1,553,553.0,0
12569,0,15,2167.68,23.56173913043478,48,1,160,11.428571428571429,1
12570,590,1,77.52,77.52,1,1,590,590.0,0
12571,30,1,248.35,17.739285714285714,14,1,30,30.0,1
12573,135,5,717.41,6.028655462184874,107,1,373,93.25,0
12574,224,1,218.45,19.85909090909091,11,1,224,224.0,0
12575,365,2,622.8199999999999,16.389999999999997,34,1,435,435.0,0
12576,4,7,1763.44,15.202068965517242,97,1,434,72.33333333333333,1
12577,267,6,1186.3899999999999,5.417305936073059,195,1,644,128.8,1
12578,238,3,3456.6,27.0046875,109,1,352,176.0,1
12580,155,2,1052.9,18.153448275862072,52,1,485,485.0,0
12582,147,4,1980.4,19.22718446601942,88,1,486,162.0,0
12583,15,21,10542.41,30.557710144927537,117,1,642,32.1,1
12584,35,4,782.59,23.017352941176473,27,1,188,62.666666666666664,1
12585,142,2,2040.1,23.44942528735632,77,1,259,259.0,0
12586,283,3,1865.73,22.47867469879518,76,1,631,315.5,1
12588,307,3,743.88,20.663333333333334,27,1,506,253.0,1
12589,53,7,4180.48,26.970838709677416,107,1,598,99.66666666666667,1
12590,119,2,9864.26,145.06264705882353,68,1,119,119.0,0
12591,225,3,1338.95,19.69044117647059,63,1,317,158.5,0
12592,0,5,2582.66,31.88469135802469,42,1,427,106.75,0
12593,17,3,418.09999999999997,19.909523809523808,14,1,127,63.5,0
12594,29,13,4281.79,24.607988505747127,78,1,554,46.166666666666664,1
12595,413,1,299.02,15.737894736842104,19,1,413,413.0,0
12596,150,1,269.95,17.996666666666666,15,1,150,150.0,1
12597,91,2,1428.81,18.318076923076923,72,1,176,176.0,1
12598,70,7,3095.39,22.594087591240875,102,1,557,92.83333333333333,1
12599,35,12,2121.18,17.825042016806723,42,1,486,44.18181818181818,1
12600,21,19,4304.9400000000005,37.43426086956522,48,1,640,35.55555555555556,1
12601,98,6,681.26,20.03705882352941,24,1,313,62.6,0
12604,170,1,178.5,17.85,10,1,170,170.0,1
12605,284,4,1232.95,16.223026315789475,63,1,366,122.0,0
12606,590,1,21.0,21.0,1,1,590,590.0,0
12608,313,1,415.79,25.986875,16,1,313,313.0,0
12609,94,8,3109.7400000000002,19.681898734177217,117,1,627,89.57142857142857,1
12610,14,2,1256.25,17.447916666666668,68,1,34,34.0,1
12613,106,9,4935.51,19.98182186234818,173,1,633,79.125,1
12614,186,1,315.6,15.780000000000001,20,1,186,186.0,0
12615,76,5,4084.53,20.839438775510207,167,1,539,134.75,1
12616,3,3,1131.1,20.946296296296296,32,1,297,148.5,0
12619,24,6,2227.6,45.46122448979592,33,1,468,93.6,1
12620,113,1,561.66,17.02,33,1,113,113.0,1
12621,8,30,20816.57,32.782,297,1,577,19.896551724137932,1
12622,140,1,180.1,16.37272727272727,11,1,140,140.0,0
12623,184,7,3747.84,21.663815028901734,112,1,605,100.83333333333333,0
12624,14,2,641.13,16.87184210526316,36,1,86,86.0,0
12625,120,4,5164.88,28.22338797814208,144,1,505,168.33333333333334,0
12626,21,6,4774.0,23.174757281553397,170,1,235,47.0,1
12627,4,5,2727.83,19.346312056737588,112,1,48,12.0,1
12629,294,2,1558.22,34.62711111111111,40,1,331,331.0,0
12631,364,5,2841.07,18.69125,105,1,601,150.25,1
12632,429,2,804.88,22.99657142857143,32,1,473,473.0,0
12633,38,6,5462.93,18.772955326460483,213,1,434,86.8,1
12634,444,2,490.0,24.5,20,1,456,456.0,0
12635,63,3,1924.87,16.312457627118643,106,1,365,182.5,1
12636,647,1,141.0,141.0,1,1,647,647.0,0
12637,0,11,7939.8099999999995,14.622117863720073,273,1,451,45.1,1
12638,548,1,249.8,27.755555555555556,9,1,548,548.0,1
12639,147,3,1312.37,20.50578125,58,1,536,268.0,0
12641,23,1,185.9,18.59,10,1,23,23.0,0
12642,16,1,366.45,15.268749999999999,24,1,16,16.0,1
12643,36,12,8304.82,162.83960784313726,14,1,519,47.18181818181818,0
12644,38,4,1918.49,17.283693693693692,106,1,602,200.66666666666666,0
12645,18,7,3074.98,21.06150684931507,106,1,577,96.16666666666667,1
12647,34,33,16119.44,33.16757201646091,229,1,603,18.84375,1
12648,63,4,1112.0,17.107692307692307,38,1,609,203.0,0
12649,15,8,2294.65,19.446186440677966,94,1,604,86.28571428571429,0
12651,243,4,377.75,12.591666666666667,30,1,373,124.33333333333333,0
12652,239,2,1017.03,19.941764705882353,51,2,342,342.0,0
12653,57,3,4160.83,48.38174418604651,76,1,435,217.5,0
12654,106,3,337.75,15.352272727272727,19,1,203,101.5,1
12655,332,1,261.35,16.334375,16,1,332,332.0,0
12656,24,6,5177.33,27.249105263157894,140,1,471,94.2,1
12661,344,1,162.0,14.727272727272727,11,1,344,344.0,0
12662,15,16,5530.42,17.39125786163522,135,1,526,35.06666666666667,1
12663,533,2,239.4,23.94,9,1,576,576.0,0
12664,52,5,3145.64,120.98615384615384,10,1,635,158.75,1
12665,233,3,313.6,18.447058823529414,13,1,577,288.5,0
12666,302,1,1248.42,40.27161290322581,31,1,302,302.0,0
12668,167,9,10500.35,21.08504016064257,258,1,585,73.125,1
12669,59,3,2744.0299999999997,27.168613861386135,98,1,165,82.5,0
12670,7,5,2398.71,29.613703703703703,54,1,575,143.75,1
12671,514,1,2622.481,58.27735555555556,45,1,514,514.0,0
12672,238,2,437.05,19.865909090909092,22,1,504,504.0,0
12673,235,2,840.4,15.28,52,1,310,310.0,1
12674,0,3,1402.0,23.76271186440678,42,1,116,58.0,1
12675,462,2,957.25,8.546875,111,1,486,486.0,0
12676,32,9,2509.75,27.279891304347824,58,1,391,48.875,1
12677,463,2,395.1,18.814285714285717,13,1,574,574.0,0
12678,9,18,24934.98,82.02296052631579,186,1,609,35.8235294117647,1
12679,114,2,906.38,20.599545454545453,43,1,192,192.0,1
12680,21,1,311.78,15.588999999999999,20,1,21,21.0,1
12681,60,38,25913.8,20.566507936507936,424,1,634,17.135135135135137,1
12682,9,41,18890.32,23.036975609756098,281,1,647,16.175,1
12683,1,18,9779.32,23.678740920096853,224,1,634,37.294117647058826,1
12684,79,4,1379.48,23.784137931034483,37,1,121,40.333333333333336,1
12685,1,2,1606.42,17.84911111111111,83,1,2,2.0,1
12686,280,1,89.14,12.734285714285715,7,1,280,280.0,0
12687,389,2,2138.91,16.97547619047619,126,1,389,389.0,0
12688,22,1,4873.8099999999995,28.501812865497072,171,1,22,22.0,0
12689,36,1,511.03,15.030294117647058,34,1,36,36.0,1
12690,114,1,389.01,24.313125,16,1,114,114.0,0
12691,53,5,690.9,24.675,20,1,329,82.25,1
12692,545,1,110.95,8.534615384615385,13,1,545,545.0,0
12693,35,7,1703.02,21.557215189873418,63,1,430,71.66666666666667,0
12694,91,2,1413.18,21.411818181818184,62,1,329,329.0,1
12695,15,5,1158.92,22.723921568627453,41,1,573,143.25,1
12696,343,2,851.91,17.38591836734694,43,1,417,417.0,0
12697,39,2,733.91,25.307241379310344,27,1,77,77.0,1
12698,498,1,339.75,21.234375,16,1,498,498.0,0
12699,326,1,638.11,15.563658536585367,41,1,326,326.0,0
12700,64,2,2149.05,17.61516393442623,110,1,123,123.0,1
12701,150,5,1985.78,17.267652173913042,92,1,541,135.25,1
12703,541,3,722.98,13.641132075471699,44,1,593,296.5,1
12704,14,3,1100.92,22.0184,40,1,78,39.0,1
12705,66,9,9056.33,19.227876857749468,283,1,442,55.25,1
12707,200,1,603.42,18.285454545454545,33,1,200,200.0,0
12708,10,15,4436.52,17.195813953488372,115,1,630,45.0,1
12709,4,30,27786.03,65.84367298578199,189,1,638,22.0,1
12710,5,3,1149.02,14.922337662337663,75,1,109,54.5,0
12711,520,2,1339.05,22.3175,56,1,585,585.0,0
12712,15,19,6239.9800000000005,26.32902953586498,123,1,639,35.5,1
12714,15,11,12774.55,20.341640127388533,402,1,644,64.4,1
12715,14,1,343.36,17.168,20,1,14,14.0,0
12716,41,1,677.9,15.064444444444444,45,1,41,41.0,1
12717,59,3,1308.91,18.435352112676057,60,1,498,249.0,0
12720,2,22,5695.39,15.68977961432507,230,1,415,19.761904761904763,1
12721,91,6,3055.86,16.977,146,1,380,76.0,1
12722,23,3,929.65,18.593,48,1,59,29.5,1
12724,81,5,1566.47,16.664574468085107,72,1,443,110.75,1
12725,279,4,2266.76,21.384528301886796,92,1,492,164.0,0
12726,93,9,2872.82,23.54770491803279,52,1,532,66.5,1
12727,3,9,5036.53,27.98072222222222,114,1,563,70.375,1
12728,165,4,851.15,17.732291666666665,39,1,292,97.33333333333333,1
12729,22,1,453.01,17.423461538461538,26,1,22,22.0,0
12730,430,1,829.25,17.643617021276597,47,1,430,430.0,0
12731,52,13,18204.05,61.087416107382545,114,1,556,46.333333333333336,1
12732,88,1,236.26000000000002,19.688333333333336,12,1,88,88.0,0
12733,142,4,2424.87,15.445031847133757,117,1,597,199.0,0
12734,261,3,639.65,33.66578947368421,17,1,300,150.0,0
12735,223,2,779.5699999999999,18.12953488372093,38,1,245,245.0,0
12736,241,1,234.0,58.5,4,1,241,241.0,0
12737,407,2,3710.5,1855.25,2,1,407,407.0,0
12738,280,1,155.35,14.122727272727273,11,1,280,280.0,0
12739,7,3,2689.23,30.559431818181817,85,1,302,151.0,1
12741,437,2,406.07,25.379375,16,1,441,441.0,0
12742,534,1,1201.52,17.933134328358207,67,1,534,534.0,0
12743,42,2,540.13,4.123129770992366,114,1,42,42.0,0
12744,53,9,18249.74,59.835213114754104,232,1,499,62.375,1
12745,395,3,925.41,40.235217391304346,21,2,590,295.0,0
12746,449,1,254.55,14.973529411764707,17,1,449,449.0,0
12747,18,23,7471.87,34.59199074074074,79,1,640,29.09090909090909,1
12748,1,258,34153.21,8.301703937773457,1826,1,643,2.501945525291829,1
12749,39,7,5561.71,20.830374531835208,219,1,429,71.5,1
12750,37,1,275.88,18.392,15,1,37,37.0,0
12751,353,1,268.27,4.326935483870967,61,1,353,353.0,0
12753,44,5,16620.91,100.12596385542169,114,1,271,67.75,1
12754,144,3,3010.74,47.78952380952381,49,1,217,108.5,0
12755,189,11,5236.259999999999,83.11523809523808,34,1,602,60.2,0
12757,51,7,5281.08,43.287540983606554,89,1,119,19.833333333333332,1
12758,25,7,9903.24,31.639744408945685,187,1,646,107.66666666666667,0
12759,80,7,4571.82,16.746593406593405,188,1,644,107.33333333333333,1
12760,364,1,347.8,16.561904761904763,21,1,364,364.0,0
12761,366,2,782.95,28.99814814814815,27,1,373,373.0,0
12763,46,2,494.08,27.448888888888888,16,1,277,277.0,0
12764,225,1,1693.88,37.64177777777778,45,1,225,225.0,0
12765,380,6,1404.58,20.65558823529412,49,1,550,110.0,0
12766,57,7,6881.55,21.572257053291537,217,1,316,52.666666666666664,1
12767,284,1,949.82,22.088837209302326,43,1,284,284.0,0
12768,359,1,168.69000000000003,16.869000000000003,10,1,359,359.0,0
12769,147,1,1143.6,35.7375,32,1,147,147.0,0
12770,119,2,3246.45,115.94464285714285,19,1,365,365.0,0
12771,394,1,282.3,18.82,15,1,394,394.0,0
12773,472,1,124.25,20.708333333333332,6,1,472,472.0,0
12774,444,1,98.7,16.45,6,1,444,444.0,0
12775,98,6,1464.76,21.862089552238807,45,1,317,63.4,1
12776,576,1,55.5,13.875,4,1,576,576.0,0
12777,366,1,519.45,19.978846153846156,26,1,366,366.0,0
12778,91,7,1445.51,15.215894736842106,66,1,511,85.16666666666667,1
12779,98,13,5492.16,24.518571428571427,123,1,645,53.75,1
12780,507,1,337.4,16.869999999999997,20,1,507,507.0,0
12781,193,1,549.26,36.617333333333335,15,1,193,193.0,1
12782,58,10,4365.99,20.497605633802817,135,1,427,47.44444444444444,1
12784,437,1,1230.33,17.087916666666665,72,1,437,437.0,1
12785,272,3,1100.4,19.650000000000002,42,1,639,319.5,0
12786,518,1,728.5,40.47222222222222,18,1,518,518.0,0
12787,0,3,743.18,18.5795,28,1,321,160.5,1
12788,371,4,444.9,17.111538461538462,20,1,436,145.33333333333334,0
12789,421,2,181.5,45.375,2,1,602,602.0,1
12790,100,2,591.85,15.995945945945946,36,1,318,318.0,0
12791,282,6,863.51,30.839642857142856,17,1,532,106.4,0
12792,165,2,827.01,17.59595744680851,39,1,443,443.0,0
12793,243,3,885.53,20.125681818181818,34,1,309,154.5,0
12794,7,1,317.0,15.85,20,1,7,7.0,1
12796,536,1,381.0,54.42857142857143,7,1,536,536.0,0
12797,274,2,552.08,18.40266666666667,27,1,332,332.0,0
12798,79,2,3140.93,101.32032258064515,27,1,330,330.0,1
12799,437,1,219.35,14.623333333333333,15,1,437,437.0,0
12800,378,3,584.25,17.183823529411764,31,1,585,292.5,0
12801,409,1,1071.82,21.4364,50,1,409,409.0,0
12802,95,7,2416.42,17.510289855072465,108,1,472,78.66666666666667,0
12803,301,1,1092.81,19.869272727272726,55,1,301,301.0,0
12804,374,2,325.37,4.929848484848485,60,1,408,408.0,0
12805,290,4,1434.95,24.74051724137931,44,1,583,194.33333333333334,0
12806,343,4,2878.96,42.96955223880597,58,1,497,165.66666666666666,0
12807,291,1,330.35,20.646875,16,1,291,291.0,0
12808,93,4,574.4,16.41142857142857,35,1,371,123.66666666666667,1
12809,86,3,1755.94,21.67827160493827,75,1,555,277.5,0
12810,443,2,534.99,16.7184375,32,1,585,585.0,0
12811,169,5,1033.9,18.462500000000002,47,1,336,84.0,0
12813,410,3,1687.8,37.50666666666667,37,1,601,300.5,0
12814,10,1,125.92,62.96,2,1,10,10.0,0
12815,56,2,1063.46,22.6268085106383,38,1,106,106.0,0
12816,4,2,572.2,19.731034482758623,27,1,84,84.0,0
12817,189,3,690.98,27.639200000000002,16,1,343,171.5,0
12818,170,1,1542.08,110.14857142857143,14,1,170,170.0,0
12819,366,1,540.52,28.448421052631577,19,1,366,366.0,0
12820,235,8,1917.64,17.276036036036036,91,1,642,91.71428571428571,1
12821,122,2,220.8,16.984615384615385,13,1,519,519.0,0
12823,35,17,5966.0,350.94117647058823,1,1,587,36.6875,1
12825,429,2,518.63,21.609583333333333,20,1,550,550.0,0
12826,87,9,2144.65,17.57909836065574,86,1,630,78.75,1
12828,7,3,415.51,16.6204,23,1,38,19.0,1
12829,245,3,385.3,20.278947368421054,17,1,458,229.0,0
12830,42,4,5204.0,192.74074074074073,13,1,80,26.666666666666668,1
12831,170,3,451.11,20.505,16,1,371,185.5,0
12832,6,1,267.8,14.877777777777778,18,1,6,6.0,1
12833,53,1,417.38,17.390833333333333,24,1,53,53.0,0
12834,191,1,312.38,17.354444444444443,18,1,191,191.0,0
12835,336,41,5996.83,9.750943089430894,138,1,645,16.125,0
12836,45,14,6061.9,16.745580110497237,252,1,646,49.69230769230769,1
12837,81,2,662.66,7.530227272727273,83,1,477,477.0,0
12838,282,9,2694.75,9.134745762711864,177,1,501,62.625,1
12839,0,21,7175.09,17.002582938388628,139,1,641,32.05,1
12840,52,7,4041.97,22.965738636363636,109,1,582,97.0,0
12841,15,32,5796.53,11.083231357552581,253,1,427,13.774193548387096,1
12842,217,3,1109.73,39.63321428571429,27,1,646,323.0,1
12843,68,29,6573.41,30.153256880733945,129,1,635,22.678571428571427,1
12844,38,3,497.52,6.297721518987341,68,1,502,251.0,1
